Product Name,Price,Brand Name,Category,MRP,Rating,Reviews,Product URL,Discount_percent
Arya Creation Stylish Lakhnavi Chikankari Embroidered Kurti for Women – Stylish & Trendy Long Kurta Pure Rayon Office wear Kurta,489.0,Arya Creation,Kurtas & Kurtis,1199.0,5.0,5.0,https://www.amazon.in/Arya-Creation-Lakhnavi-Chikankari-Embroidered/dp/B0F1LJZS61/ref=sr_1_93?dib=eyJ2IjoiMSJ9.oG0rJ4ymiwToQJBr6jV3cpV2jBMPHpqm64xf-lLHaH8AjEjvUsuhqM8bu5CXRdZ9zueOCpvhAHn7_wM6vxzbSC5kkZ4OSwYUxGfN7xOW8M7yBBlmCBv3ogeQKuU-AWcb7jl_4OnLQmQSc8dz5L9dUf5YN697Bn2xJKfSXLw1s30sGMz4hzYngay5euc3jkU0spK9g7tW8hDKdajXAI6FGgpCqPJJ4cYAd0-sAUPkoLX4yun8qDpfTLuIA75oeYp7AJtqao3fTVruguTAxv9QfF9et90twTlHnNO3QJZC3zE.vRHXOGiVCrdA2VU3jtTghvXQKgiL0yvRJn58emKtLQM&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755985998&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-93,59.22
DHRUVI TRENDZ Women Rayon Kurta Sets | Kurta Set | Co Ord Set Stylish | Fancy Pajama Set | Floral Printed | Designer | Festive | Regular | Ethnic | Full Pair Set | A-Line | Kurta Set,439.0,DHRUVI TRENDZ,Kurtas & Kurtis,1999.0,5.0,5.0,https://www.amazon.in/DHRUVI-TRENDZ-Regular-DT-W1848-TR905_Pink_2XL/dp/B0CQ284DMQ/ref=sr_1_94?dib=eyJ2IjoiMSJ9.oG0rJ4ymiwToQJBr6jV3cpV2jBMPHpqm64xf-lLHaH8AjEjvUsuhqM8bu5CXRdZ9zueOCpvhAHn7_wM6vxzbSC5kkZ4OSwYUxGfN7xOW8M7yBBlmCBv3ogeQKuU-AWcb7jl_4OnLQmQSc8dz5L9dUf5YN697Bn2xJKfSXLw1s30sGMz4hzYngay5euc3jkU0spK9g7tW8hDKdajXAI6FGgpCqPJJ4cYAd0-sAUPkoLX4yun8qDpfTLuIA75oeYp7AJtqao3fTVruguTAxv9QfF9et90twTlHnNO3QJZC3zE.vRHXOGiVCrdA2VU3jtTghvXQKgiL0yvRJn58emKtLQM&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755985998&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-94,78.04
"Printed Short Kurti for Women | Stylish Tunic Top with Collar Neck | Fashionable Regular & Relaxed Fit Designer Cotton Kurti with 3/4 Sleeves | Trendy, Lightweight & Comfortable",349.0,Generic,Kurtas & Kurtis,899.0,4.6,9.0,https://www.amazon.in/Fashionable-Designer-Lightweight-Comfortable-XXL/dp/B0F99QNNKY/ref=sr_1_95?dib=eyJ2IjoiMSJ9.oG0rJ4ymiwToQJBr6jV3cpV2jBMPHpqm64xf-lLHaH8AjEjvUsuhqM8bu5CXRdZ9zueOCpvhAHn7_wM6vxzbSC5kkZ4OSwYUxGfN7xOW8M7yBBlmCBv3ogeQKuU-AWcb7jl_4OnLQmQSc8dz5L9dUf5YN697Bn2xJKfSXLw1s30sGMz4hzYngay5euc3jkU0spK9g7tW8hDKdajXAI6FGgpCqPJJ4cYAd0-sAUPkoLX4yun8qDpfTLuIA75oeYp7AJtqao3fTVruguTAxv9QfF9et90twTlHnNO3QJZC3zE.vRHXOGiVCrdA2VU3jtTghvXQKgiL0yvRJn58emKtLQM&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755985998&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-95,61.18
MIRCHI FASHION Plus Size Women's Cotton Embroidered Printed Anarkali Kurti,499.0,MIRCHI FASHION,Kurtas & Kurtis,2499.0,4.2,46.0,https://www.amazon.in/MIRCHI-FASHION-Anarkali-Embroidered-PK9532-Wine/dp/B0CZHVB4MR/ref=sr_1_96?dib=eyJ2IjoiMSJ9.oG0rJ4ymiwToQJBr6jV3cpV2jBMPHpqm64xf-lLHaH8AjEjvUsuhqM8bu5CXRdZ9zueOCpvhAHn7_wM6vxzbSC5kkZ4OSwYUxGfN7xOW8M7yBBlmCBv3ogeQKuU-AWcb7jl_4OnLQmQSc8dz5L9dUf5YN697Bn2xJKfSXLw1s30sGMz4hzYngay5euc3jkU0spK9g7tW8hDKdajXAI6FGgpCqPJJ4cYAd0-sAUPkoLX4yun8qDpfTLuIA75oeYp7AJtqao3fTVruguTAxv9QfF9et90twTlHnNO3QJZC3zE.vRHXOGiVCrdA2VU3jtTghvXQKgiL0yvRJn58emKtLQM&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755985998&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-96,80.03
StyleScope Women's Rayon Floral Embroidered Short Kurti (Kurti Angel),499.0,StyleScope,Kurtas & Kurtis,2999.0,4.3,22.0,https://www.amazon.in/StyleScope-Womens-Floral-Embroidered-Purple_S_Purple_Small/dp/B0DPL9GV9C/ref=sr_1_97?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-97,83.36
DREAM & DZIRE Blue Office wear Kurti for Women in Pine Cotton Plus Size & Small Size.,499.0,DREAM & DZIRE,Kurtas & Kurtis,1999.0,4.5,11.0,https://www.amazon.in/DREAM-DZIRE-Embroidery-Staight-Cotton/dp/B09J2RXBGS/ref=sr_1_98?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-98,75.04
Urban Fab Women's Rayon Straight Kurta,399.0,Urban Fab,Kurtas & Kurtis,1499.0,4.1,2066.0,https://www.amazon.in/Urban-Fab-Womens-Rayon-Straight/dp/B07L36YM23/ref=sr_1_99?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-99,73.38
Urmisa Women's Pure Cotton Floral Printed Anarkali Casual Kurti - Kurta-Kurti for Women,499.0,Urmisa,Kurtas & Kurtis,1499.0,4.2,43.0,https://www.amazon.in/Urmisa-Womens-Cotton-Printed-Anarkali/dp/B0CHMRY7XW/ref=sr_1_100?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-100,66.71
Yashika Women Trendy Printed Cotton Blend Straight Kurta and Palazzo Set,494.0,Yashika,Kurtas & Kurtis,2599.0,4.1,1324.0,https://www.amazon.in/Yashika-Womens-Cotton-Regular-YS-KS2075-P_Light/dp/B0CHJGQG9N/ref=sr_1_101?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-101,80.99
KrazzyKudy Women's Rayon Embroidered Flared Kurtis,498.0,KrazzyKudy,Kurtas & Kurtis,2499.0,4.1,1172.0,https://www.amazon.in/KrazzyKudy-Womens-Embroidered-Flared-X-Small/dp/B09SLKC184/ref=sr_1_102?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-102,80.07
MIRCHI FASHION Women's Cotton Relaxed Fit A Line Sequins Embroidery Work Foil Printed A-Line Kurti Only,499.0,MIRCHI FASHION,Kurtas & Kurtis,2499.0,4.1,1109.0,https://www.amazon.in/MIRCHI-FASHION-Regular-Anarkali-Embroidery/dp/B0BR3FZTCL/ref=sr_1_103?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-103,80.03
Janasya Women's Navy Blue Pure Cotton Geometric Straight Kurta,415.0,Janasya,Kurtas & Kurtis,1659.0,4.1,863.0,https://www.amazon.in/Janasya-Womens-Geometric-Straight-JNE4016-KR-XL/dp/B0BQR8PBHJ/ref=sr_1_104?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-104,74.98
KLOSIA Women Straight Block Printed Kurta and Pant Set with Dupatta,498.0,KLOSIA,Kurtas & Kurtis,3999.0,4.1,803.0,https://www.amazon.in/KLOSIA-Straight-Printed-Dupatta-X-Large/dp/B0BZRZGYTC/ref=sr_1_105?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-105,87.55
Meesan Women's Casual Ethnic 3/4 Sleeve Printed Tunic,386.0,Meesan,Kurtas & Kurtis,998.0,4.1,650.0,https://www.amazon.in/Meesan-Womens-Beautiful-Straight-MFTN_213_P/dp/B09TP9B8XL/ref=sr_1_106?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-106,61.32
FABNEX Kurta Pant and Dupatta Set for Women | Kurta Set for Women (K-71-118),499.0,FABNEX,Kurtas & Kurtis,4999.0,4.1,562.0,https://www.amazon.in/FABNEX-Cotton-Blend-Regular-K-71-Green-XL_Green/dp/B0D4VP3NNY/ref=sr_1_107?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-107,90.02
Monique Brand Women's/Girls Cotton Kurta for Women Floral Printed Anarkali Kurta || Floral Flared Western Dress,499.0,Monique,Kurtas & Kurtis,1599.0,4.1,416.0,https://www.amazon.in/Monique-Womens-Printed-Anarkali-Western/dp/B0DDY3ZVXZ/ref=sr_1_108?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-108,68.79
JAIPUR HAND BLOCK Women’s Sleeveless Cotton Broad Neck Kurti Top S22,426.0,JAIPUR HAND BLOCK,Kurtas & Kurtis,1550.0,4.1,396.0,https://www.amazon.in/JAIPUR-HAND-BLOCK-Womens-Sleeveless/dp/B0BCX1L9G7/ref=sr_1_109?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-109,72.52
Leriya Fashion Women's Rayon Printed Co Ord Set |Stylish | Kurta Set| Ethnic Co Ord Set | 3/4 Sleeve Stylish Korean Summer Two Piece Outfit | Trendy Travel & Streetwear Look for Girls & Woman,439.0,Leriya Fashion,Kurtas & Kurtis,1999.0,4.2,38.0,https://www.amazon.in/Leriya-Fashion-Summer-X-Large-Multicolor/dp/B0CYX6M8RD/ref=sr_1_110?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-110,78.04
Tissu Women's Green & Pink Floral Printed Kurti,494.0,Tissu,Kurtas & Kurtis,999.0,4.1,269.0,https://www.amazon.in/Tissu-Womens-Floral-Printed-Straight/dp/B08X9XFYLM/ref=sr_1_111?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-111,50.55
Rajnandini Women's Pure Cotton Straight Fit Casual Cambric Jaipuri Printed Kurti (JOPLJPR83),499.0,Rajnandini,Kurtas & Kurtis,1996.0,4.1,256.0,https://www.amazon.in/Rajnandini-Cambric-Straight-XX-Large-JOPLJPR83-XXL/dp/B09B57HSB9/ref=sr_1_112?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-112,75.0
"LookMark Women's Printed Cotton Blend Straight Kurta Pant Set - Elegant Ethnic Wear Ensemble for Modern Women, Perfect for Any Occasion",494.0,LookMark,Kurtas & Kurtis,2599.0,4.1,255.0,https://www.amazon.in/LookMark-Womens-Printed-Cotton-Straight/dp/B0CYLSRN7P/ref=sr_1_113?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-113,80.99
Zivame Women Shaping Half Slip,487.0,Zivame,Kurtas & Kurtis,695.0,4.1,253.0,https://www.amazon.in/Zivame-Womens-Shaping-ZI60AGCORE0SKIN_-Beige_/dp/B084HDVWWR/ref=sr_1_114?dib=eyJ2IjoiMSJ9.tq5NSAmsP2yohW5iM2oHuGmywCrtHSmDnp3gTfsn8ZRJ-GAjTEjGOAuo8Dzof7kyWwcYJNGpgujunLsxT9GeC8T467iznZ6WC0X8-jm7nouu0ksAEcnfY6KNKnJELPoBNxJOUSGjranNOT_uEhOHRVfWAti2g7AvDOG4X-pv0IVDqZEbAhOc5_nCHWfkGSLC1lYBsFA7Cl0CrNOO4FHRSiTfwSMNdsTU1F19t9mHRnd6hx62oXiiLAxznSPCf6tu_tL5nriT3WM9kADVJHhq_b1nr4Gf8pWVlgGWCOTzpJA.um6ySlAsSobUgem5aicvarf5PtiQ1c993BYSBqXFn6k&dib_tag=se&pf_rd_i=1968253031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_s=merchandised-search-3&qid=1755986179&refinements=p_85%3A10440599031%2Cp_36%3A-51000%2Cp_72%3A1318476031&rnid=1318475031&rps=1&s=apparel&sr=1-114,29.93
